0,5.0,5
1,2.5,0
2,1.6666666666666667,0
3,2.5,5
4,2.2,1
5,2.1666666666666665,2
6,2.0,1
7,2.0,2
8,1.7777777777777777,0
9,1.9,3
10,2.0,3
11,2.25,5
12,2.230769230769231,2
13,2.0714285714285716,0
14,2.2666666666666666,5
15,2.125,0
16,2.176470588235294,3
17,2.111111111111111,1
18,2.263157894736842,5
19,2.4,5
20,2.2857142857142856,0
21,2.227272727272727,1
22,2.260869565217391,3
23,2.2083333333333335,1
24,2.16,1
25,2.269230769230769,5
26,2.3703703703703702,5
27,2.2857142857142856,0
28,2.2758620689655173,2
29,2.3,3
30,2.2580645161290325,1
31,2.28125,3
32,2.242424242424242,1
33,2.176470588235294,0
34,2.142857142857143,1
35,2.138888888888889,2
36,2.2162162162162162,5
37,2.1578947368421053,0
38,2.1025641025641026,0
39,2.175,5
40,2.1219512195121952,0
41,2.142857142857143,3
42,2.13953488372093,2
43,2.090909090909091,0
44,2.066666666666667,1
45,2.0652173913043477,2
46,2.021276595744681,0
47,2.0,1
48,1.9591836734693877,0
49,1.98,3
50,2.0392156862745097,5
51,2.0,0
52,2.0,2
53,2.0,2
54,1.981818181818182,1
55,1.9642857142857142,1
56,1.9473684210526316,1
57,2.0,5
58,1.9830508474576272,1
59,1.9833333333333334,2
60,2.0327868852459017,5
61,2.0,0
62,2.0476190476190474,5
63,2.046875,2
64,2.0923076923076924,5
65,2.0757575757575757,1
66,2.08955223880597,3
67,2.0588235294117645,0
68,2.101449275362319,5
69,2.085714285714286,1
70,2.0704225352112675,1
71,2.0694444444444446,2
72,2.041095890410959,0
73,2.0135135135135136,0
74,1.9866666666666666,0
75,1.986842105263158,2
76,2.0,3
77,1.9743589743589745,0
78,1.9493670886075949,0
79,1.9875,5
80,1.9876543209876543,2
81,1.9634146341463414,0
82,2.0,5
83,2.011904761904762,3
84,2.0470588235294116,5
85,2.0348837209302326,1
86,2.0114942528735633,0
87,2.0113636363636362,2
88,2.0224719101123596,3
89,2.011111111111111,1
90,2.043956043956044,5
91,2.032608695652174,1
92,2.010752688172043,0
93,2.021276595744681,3
94,2.0105263157894737,1
95,2.0104166666666665,2
96,2.020618556701031,3
97,2.0,0
98,2.0303030303030303,5
99,2.01,0
100,1.97,1
101,2.0,3
102,2.02,2
103,2.02,5
104,2.01,0
105,2.01,2
106,2.0,0
107,2.01,3
108,2.03,2
109,2.03,3
110,2.0,0
111,1.97,2
112,1.96,1
113,1.97,1
114,1.93,1
115,1.94,1
116,1.96,5
117,1.95,0
118,1.93,3
119,1.88,0
120,1.93,5
121,1.93,1
122,1.93,3
123,1.92,0
124,1.93,2
125,1.93,5
126,1.88,0
127,1.93,5
128,1.93,2
129,1.95,5
130,1.96,2
131,1.93,0
132,1.92,0
133,1.97,5
134,1.98,2
135,1.97,1
136,1.92,0
137,1.92,0
138,1.92,0
139,1.89,2
140,1.91,2
141,1.9,2
